bukov, Profile #1
1.0
7
361
0
0
0	1	1	7723.98
1	1	1	8543.01
2	1	1	10578.96
3	1	1	8107.23
4	1	1	12008.96
5	1	1	6970.66
6	1	1	5045.1
7	1	1	5808.06
8	1	1	4015.54
9	1	1	5067.22
10	1	1	4613.97
11	1	1	8610.48
12	1	1	3173.04
13	1	1	5806.3
14	1	1	2313.48
15	1	1	4589.12
16	1	1	3553.91
17	1	1	3199.08
18	1	1	3212.31
19	1	1	2638.52
20	1	1	2187.58
21	1	1	1766.64
22	1	1	805.11
23	1	1	884.18
24	1	1	1195.82
25	1	1	1319.75
26	1	1	1408.68
27	1	1	1881.43
28	1	1	1420.02
29	1	1	1195.18
30	1	1	1232.46
31	1	1	1027.01
32	1	1	343.24
33	1	1	595.45
34	1	1	283.67
35	1	1	1372.19
36	1	1	782.07
0	1	2	7285.41
1	1	2	4728.21
2	1	2	7164.24
3	1	2	7469.78
4	1	2	2824.01
5	1	2	2898.73
6	1	2	3567.76
7	1	2	3759.73
8	1	2	2245.38
9	1	2	2529.34
10	1	2	4510.25
11	1	2	3037.27
12	1	2	3749.18
13	1	2	1804.58
14	1	2	3658.9
15	1	2	3387.48
16	1	2	1167.42
17	1	2	1933.84
18	1	2	2013.13
19	1	2	1445.64
20	1	2	1159.65
21	1	2	675.82
22	1	2	984.05
23	1	2	1092.59
24	1	2	890.41
25	1	2	958.8
26	1	2	1364.66
27	1	2	1009.06
28	1	2	771.3
29	1	2	1060.63
30	1	2	1199.86
31	1	2	372.12
32	1	2	400.8
33	1	2	392.61
34	1	2	1206.18
0	1	3	3687.79
1	1	3	4535.17
2	1	3	4611.62
3	1	3	2370.66
4	1	3	2243.96
5	1	3	2839.89
6	1	3	2027.59
7	1	3	2397.55
8	1	3	1857.37
9	1	3	2881.27
10	1	3	2014.39
11	1	3	2800.47
12	1	3	1362.64
13	1	3	3427.67
14	1	3	2513.63
15	1	3	902.39
16	1	3	1152.02
17	1	3	1370.04
18	1	3	1211.25
19	1	3	807.41
20	1	3	558.38
21	1	3	795.44
22	1	3	815.48
23	1	3	918.77
24	1	3	829.86
25	1	3	770.06
26	1	3	545.45
27	1	3	653.1
28	1	3	967.59
29	1	3	1281.97
30	1	3	327.63
31	1	3	338.23
32	1	3	331.05
0	1	4	3033.43
1	1	4	3023.91
2	1	4	2059.43
3	1	4	1997.19
4	1	4	2274.49
5	1	4	1969.18
6	1	4	1783.16
7	1	4	1994.49
8	1	4	1972.35
9	1	4	1192.85
10	1	4	2386.71
11	1	4	1164.23
12	1	4	2646.06
13	1	4	2137
14	1	4	706.35
15	1	4	1156.97
16	1	4	875.98
17	1	4	896.94
18	1	4	766.01
19	1	4	382.78
20	1	4	601.13
21	1	4	716.42
22	1	4	774.63
23	1	4	727.63
24	1	4	510.8
25	1	4	378.23
26	1	4	509.74
27	1	4	964.45
28	1	4	1049.89
29	1	4	321.63
30	1	4	344.16
0	1	5	2475.4
1	1	5	1777.37
2	1	5	1760.63
3	1	5	2170.58
4	1	5	1446.57
5	1	5	1792.31
6	1	5	1306.24
7	1	5	1343.5
8	1	5	1014.38
9	1	5	1855.77
10	1	5	892.73
11	1	5	2203.81
12	1	5	1812.73
13	1	5	687.79
14	1	5	981.03
15	1	5	930.82
16	1	5	718.48
17	1	5	629.67
18	1	5	331.81
19	1	5	454.35
20	1	5	610.44
21	1	5	612.39
22	1	5	480.22
23	1	5	549.02
24	1	5	361.28
25	1	5	390.88
26	1	5	755.61
27	1	5	989.45
28	1	5	316.24
0	1	6	1508.33
1	1	6	1570.01
2	1	6	1785.98
3	1	6	1406.63
4	1	6	1170.54
5	1	6	815.78
6	1	6	1321.15
7	1	6	836.78
8	1	6	1531.36
9	1	6	669.8
10	1	6	1803.82
11	1	6	1682.68
12	1	6	578.23
13	1	6	994.75
14	1	6	803.81
15	1	6	706.47
16	1	6	469.72
17	1	6	193.91
18	1	6	451.69
19	1	6	437.91
20	1	6	440.19
21	1	6	445.32
22	1	6	488.1
23	1	6	412.45
24	1	6	340.24
25	1	6	665.05
26	1	6	932.38
0	3	2	1397.84
1	3	2	1574.13
2	3	2	1349.92
3	3	2	711.48
4	3	2	778.88
5	3	2	775.96
6	3	2	990.52
7	3	2	803.49
8	3	2	1089.1
9	3	2	1138.84
10	3	2	1319.15
11	3	2	1096.74
12	3	2	720.78
13	3	2	788.69
14	3	2	656.72
15	3	2	484.39
16	3	2	347.4
17	3	2	344.26
18	3	2	346.93
19	3	2	340.09
20	3	2	454.68
21	3	2	453.01
22	3	2	401.06
23	3	2	483.32
24	3	2	625.68
0	3	2.3333	1113.11
1	3	2.3333	971.86
2	3	2.3333	712.57
3	3	2.3333	679.15
4	3	2.3333	566.66
5	3	2.3333	734.19
6	3	2.3333	687.62
7	3	2.3333	916.03
8	3	2.3333	899.91
9	3	2.3333	1123.93
10	3	2.3333	957.82
11	3	2.3333	640.1
12	3	2.3333	683.25
13	3	2.3333	651.67
14	3	2.3333	441.29
15	3	2.3333	312.25
16	3	2.3333	219.51
17	3	2.3333	318.96
18	3	2.3333	355.17
19	3	2.3333	408.67
20	3	2.3333	416.39
21	3	2.3333	393.24
22	3	2.3333	452.7
0	3	2.6667	877.72
1	3	2.6667	657.45
2	3	2.6667	635.91
3	3	2.6667	470.85
4	3	2.6667	602.17
5	3	2.6667	585.38
6	3	2.6667	808.21
7	3	2.6667	820.09
8	3	2.6667	901.1
9	3	2.6667	809.56
10	3	2.6667	581.4
11	3	2.6667	630.56
12	3	2.6667	602.48
13	3	2.6667	404.99
14	3	2.6667	241.59
15	3	2.6667	226.19
16	3	2.6667	263.91
17	3	2.6667	306.97
18	3	2.6667	398.69
19	3	2.6667	374.57
20	3	2.6667	396.99
0	3	3	534.04
1	3	3	579.5
2	3	3	534.35
3	3	3	562.06
4	3	3	490.16
5	3	3	687.94
6	3	3	641.05
7	3	3	773.56
8	3	3	711.86
9	3	3	504.56
10	3	3	604.88
11	3	3	542.99
12	3	3	335.76
13	3	3	257.43
14	3	3	212.88
15	3	3	270.7
16	3	3	262.84
17	3	3	302.25
18	3	3	385.46
0	3	3.3333	547.39
1	3	3.3333	539.53
2	3	3.3333	674.44
3	3	3.3333	477.01
4	3	3.3333	549.99
5	3	3.3333	608.37
6	3	3.3333	568.94
7	3	3.3333	680.78
8	3	3.3333	535.72
9	3	3.3333	531.89
10	3	3.3333	490.98
11	3	3.3333	322.06
12	3	3.3333	245.84
13	3	3.3333	218.36
14	3	3.3333	255.17
15	3	3.3333	277.65
16	3	3.3333	302.35
0	3	3.6667	518.19
1	3	3.6667	688.55
2	3	3.6667	549.02
3	3	3.6667	520.97
4	3	3.6667	513.04
5	3	3.6667	579.49
6	3	3.6667	699.8
7	3	3.6667	446.32
8	3	3.6667	500.39
9	3	3.6667	451.37
10	3	3.6667	311.17
11	3	3.6667	240.04
12	3	3.6667	197.47
13	3	3.6667	277.17
14	3	3.6667	258.32
0	3	4	645.18
1	3	4	543.14
2	3	4	556.96
3	3	4	557.29
4	3	4	526.81
5	3	4	567.98
6	3	4	487.01
7	3	4	426.27
8	3	4	443.07
9	3	4	319.92
10	3	4	237.78
11	3	4	202.45
12	3	4	258.96
0	3	4.3333	490.25
1	3	4.3333	580.05
2	3	4.3333	555.99
3	3	4.3333	486.72
4	3	4.3333	448.7
5	3	4.3333	368.7
6	3	4.3333	448.48
7	3	4.3333	384.21
