bukov, Profile #1
1.0
7
361
0
0
8	3	4.3333	216.91
9	3	4.3333	214.92
10	3	4.3333	191.91
0	3	4.6667	512.84
1	3	4.6667	515.16
2	3	4.6667	461.96
3	3	4.6667	402.92
4	3	4.6667	288.85
5	3	4.6667	354.7
6	3	4.6667	392.43
7	3	4.6667	216.99
8	3	4.6667	334.97
0	3	5	390.71
1	3	5	439.47
2	3	5	478.34
3	3	5	257.33
4	3	5	278.23
5	3	5	306.56
6	3	5	134.55
0	3	5.3333	395.02
1	3	5.3333	487.46
2	3	5.3333	303.4
3	3	5.3333	259.92
4	3	5.3333	256.84
0	3	5.6667	513.9
1	3	5.6667	307.42
2	3	5.6667	310.96
0	3	6	321.51
0
0
0
0
0
