bukov, Profile #1
1.0
7
359
0
0
0	1	1	391.1
1	1	1	352.21
2	1	1	315.32
3	1	1	240.35
4	1	1	507.09
5	1	1	218.59
6	1	1	423.76
7	1	1	222.3
8	1	1	328.34
9	1	1	583.12
10	1	1	519.3
11	1	1	673.94
12	1	1	547.79
13	1	1	587.34
14	1	1	425.4
15	1	1	559.16
16	1	1	429.01
17	1	1	386.71
18	1	1	316.87
19	1	1	479.43
20	1	1	273.82
21	1	1	426.88
22	1	1	217.04
23	1	1	387.95
24	1	1	92.98
25	1	1	249.79
26	1	1	191.36
27	1	1	378.03
28	1	1	145
29	1	1	253.36
30	1	1	100.01
31	1	1	107.21
32	1	1	104.41
33	1	1	108.29
34	1	1	173.17
35	1	1	141.88
36	1	1	217.14
0	1	2	222.36
1	1	2	210.41
2	1	2	203.2
3	1	2	154.52
4	1	2	140.91
5	1	2	149.17
6	1	2	195.45
7	1	2	140.62
8	1	2	123.13
9	1	2	169.59
10	1	2	207.55
11	1	2	183.14
12	1	2	318.9
13	1	2	166.91
14	1	2	263.64
15	1	2	463.27
16	1	2	145.67
17	1	2	261.99
18	1	2	298.42
19	1	2	262.72
20	1	2	133.23
21	1	2	143.68
22	1	2	442.01
23	1	2	101.34
24	1	2	78.42
25	1	2	404.84
26	1	2	57.61
27	1	2	77.96
28	1	2	210.78
29	1	2	59.29
30	1	2	109.57
31	1	2	62.4
32	1	2	58.86
33	1	2	105.17
34	1	2	136.13
0	1	3	162.88
1	1	3	122.07
2	1	3	123.86
3	1	3	89.94
4	1	3	148.65
5	1	3	243.23
6	1	3	70.77
7	1	3	95.17
8	1	3	191.52
9	1	3	111.35
10	1	3	124.85
11	1	3	83.97
12	1	3	173.64
13	1	3	177.34
14	1	3	240.26
15	1	3	160.93
16	1	3	185.93
17	1	3	245.39
18	1	3	134.33
19	1	3	81.62
20	1	3	196.72
21	1	3	268.26
22	1	3	138.11
23	1	3	104.52
24	1	3	262.59
25	1	3	130.68
26	1	3	16.23
27	1	3	179.2
28	1	3	53.51
29	1	3	88.8
30	1	3	55.3
31	1	3	30.79
32	1	3	92.27
0	1	4	66.05
1	1	4	91.85
2	1	4	87.33
3	1	4	113.51
4	1	4	272.57
5	1	4	51.46
6	1	4	118.17
7	1	4	131.16
8	1	4	50.03
9	1	4	66.12
10	1	4	87.77
11	1	4	97.81
12	1	4	148.93
13	1	4	250.35
14	1	4	180.69
15	1	4	222.13
16	1	4	136.26
17	1	4	69.54
18	1	4	140.72
19	1	4	118.32
20	1	4	178.26
21	1	4	111.61
23	1	4	265.51
24	1	4	112.22
25	1	4	25.98
26	1	4	25.28
27	1	4	28.05
28	1	4	113.39
29	1	4	58.33
30	1	4	40.99
0	1	5	64.8
1	1	5	101.5
2	1	5	137.69
3	1	5	318.19
4	1	5	67.49
5	1	5	77.01
6	1	5	126.73
7	1	5	56.65
8	1	5	34.02
9	1	5	60.66
10	1	5	78.14
11	1	5	132.37
12	1	5	340.86
13	1	5	214.97
14	1	5	150.6
15	1	5	112.28
16	1	5	160.77
17	1	5	72.95
18	1	5	78.69
19	1	5	162.32
20	1	5	135.65
21	1	5	34.19
22	1	5	239.63
23	1	5	101.92
24	1	5	11.85
25	1	5	88.39
26	1	5	28.9
27	1	5	111.21
28	1	5	74.62
0	1	6	67.26
1	1	6	210.51
2	1	6	346.2
3	1	6	60.48
4	1	6	75.8
5	1	6	55.11
6	1	6	34.73
7	1	6	31.47
8	1	6	42.64
9	1	6	61.89
10	1	6	137.22
11	1	6	335.8
12	1	6	221.52
13	1	6	167.76
14	1	6	172.46
15	1	6	82.82
16	1	6	33.81
17	1	6	74.73
18	1	6	112.66
19	1	6	154.4
21	1	6	180.47
22	1	6	103.68
23	1	6	1.05
24	1	6	69.78
25	1	6	12.62
26	1	6	72.57
0	3	2	219.48
1	3	2	233.6
2	3	2	164.49
3	3	2	43.82
4	3	2	30.74
5	3	2	18.02
6	3	2	43.22
7	3	2	36.31
8	3	2	66.8
9	3	2	196.83
10	3	2	252.5
11	3	2	260.78
12	3	2	216.62
13	3	2	133.86
14	3	2	60.9
15	3	2	60.22
16	3	2	56.79
17	3	2	98.31
18	3	2	86.98
19	3	2	109.77
20	3	2	64.56
21	3	2	104.6
22	3	2	60.59
23	3	2	26.89
24	3	2	64.92
0	3	2.3333	219.94
1	3	2.3333	117.09
2	3	2.3333	45.46
3	3	2.3333	17.92
4	3	2.3333	13.71
5	3	2.3333	32.85
6	3	2.3333	33.87
7	3	2.3333	73.7
8	3	2.3333	127.84
9	3	2.3333	262.58
10	3	2.3333	309.02
11	3	2.3333	212.64
12	3	2.3333	136.72
13	3	2.3333	77.81
14	3	2.3333	46.27
